critic_loss,duration,episode,episode_reward,step
0.9343414008617401,0.007000446319580078,136.0,9.0,3
0.9228955924510955,0.01999974250793457,137.0,10.0,13
0.9302646934986114,0.020000934600830078,138.0,10.0,23
0.946684996287028,0.018000125885009766,139.0,9.0,32
0.9566803375879923,0.01699972152709961,140.0,9.0,41
0.9836361944675446,0.019000530242919922,141.0,10.0,51
0.9532332089212205,0.018001079559326172,142.0,9.0,60
0.9960643574595451,0.01700115203857422,143.0,8.0,68
0.9989180498652988,0.01899886131286621,144.0,9.0,77
1.0049347952008247,0.015999794006347656,145.0,8.0,85
1.0781461132897272,0.01899862289428711,146.0,9.0,94
1.1059214547276497,0.018001079559326172,147.0,8.0,102
1.1813135147094727,0.02099895477294922,148.0,10.0,112
1.2197196748521593,0.018001317977905273,149.0,9.0,121
1.2726659029722214,0.01699995994567871,150.0,8.0,129
1.3464361548423767,0.019999027252197266,151.0,10.0,139
1.4398880799611409,0.018999814987182617,152.0,9.0,148
1.49333565764957,0.01800084114074707,153.0,9.0,157
1.578439646297031,0.016999483108520508,154.0,9.0,166
1.649763572216034,0.020000219345092773,155.0,10.0,176
1.7917739510536195,0.01900029182434082,156.0,10.0,186
1.869662390814887,0.01900005340576172,157.0,9.0,195
1.9471366167068482,0.01999974250793457,158.0,10.0,205
2.1493462175130844,0.017004728317260742,159.0,8.0,213
2.2672361731529236,0.01999807357788086,160.0,10.0,223
2.4978076815605164,0.019999980926513672,161.0,10.0,233
2.2775502337349787,0.01900029182434082,162.0,9.0,242
2.669728067186144,0.018000125885009766,163.0,9.0,251
2.6145906183454724,0.019000768661499023,164.0,9.0,260
2.9130448235405817,0.018999099731445312,165.0,9.0,269
3.203907871246338,0.019999980926513672,166.0,10.0,279
3.3194744057125516,0.018001794815063477,167.0,9.0,288
3.9180423974990846,0.018999576568603516,168.0,10.0,298
3.887593150138855,0.015998363494873047,169.0,8.0,306
3.5375767827033995,0.020000219345092773,170.0,10.0,316
4.243899196386337,0.014999628067016602,171.0,8.0,324
4.71961506207784,0.01900005340576172,172.0,9.0,333
3.9611215591430664,0.018001794815063477,173.0,8.0,341
4.992383294635349,0.018997907638549805,174.0,9.0,350
5.687693066067165,0.018000364303588867,175.0,9.0,359
4.489391843477885,0.01800060272216797,176.0,9.0,368
5.110948777198791,0.01999974250793457,177.0,10.0,378
5.229078425301446,0.017000675201416016,178.0,9.0,387
4.982403564453125,0.019999980926513672,179.0,10.0,397
4.583322472042507,0.016999244689941406,180.0,9.0,406
5.639542400836945,0.015000104904174805,181.0,8.0,414
5.142806914117601,0.017999887466430664,182.0,9.0,423
5.899975935618083,0.01800084114074707,183.0,9.0,432
4.9390971779823305,0.02200007438659668,184.0,10.0,442
5.359249329566955,0.02200007438659668,185.0,10.0,452
5.799890780448914,0.019998788833618164,186.0,10.0,462
6.1526895523071286,0.020999908447265625,187.0,10.0,472
5.322497755289078,0.017001867294311523,188.0,8.0,480
5.303038015961647,0.01599884033203125,189.0,8.0,488
5.230815331141154,0.017999887466430664,190.0,9.0,497
6.67434868812561,0.020000219345092773,191.0,10.0,507
5.326599809858534,0.017999887466430664,192.0,9.0,516
6.062981107018211,0.020999908447265625,193.0,11.0,527
5.873653590679169,0.01900005340576172,194.0,10.0,537
5.238347291946411,0.021001815795898438,195.0,10.0,547
5.294139933586121,0.02099776268005371,196.0,10.0,557
5.027227163314819,0.018000364303588867,197.0,9.0,566
4.204449033737182,0.01999950408935547,198.0,10.0,576
7.160975800620185,0.01799941062927246,199.0,9.0,585
5.983602571487427,0.018999338150024414,200.0,10.0,595
5.7025628089904785,0.01799798011779785,201.0,9.0,604
4.690344863467747,0.018000364303588867,202.0,9.0,613
5.002534985542297,0.019999980926513672,203.0,10.0,623
4.714941173791885,0.015000581741333008,204.0,8.0,631
4.895304044087728,0.01799917221069336,205.0,9.0,640
4.4458358022901745,0.01699972152709961,206.0,9.0,649
3.8816274642944335,0.020999908447265625,207.0,10.0,659
4.15291690826416,0.016002416610717773,208.0,8.0,667
4.135165643692017,0.020999431610107422,209.0,10.0,677
4.346000565422906,0.019000530242919922,210.0,9.0,686
4.2731477816899615,0.018999099731445312,211.0,9.0,695
3.614191757308112,0.020000219345092773,212.0,9.0,704
3.125920367240906,0.0220029354095459,213.0,10.0,714
3.56929439968533,0.017998218536376953,214.0,9.0,723
2.6225636526942253,0.016001224517822266,215.0,8.0,731
3.126716262102127,0.01999974250793457,216.0,10.0,741
4.1524453030692206,0.016999483108520508,217.0,9.0,750
3.079327450858222,0.017000675201416016,218.0,9.0,759
2.776289391517639,0.01899862289428711,219.0,10.0,769
2.6872929632663727,0.019000768661499023,220.0,10.0,779
2.9267518162727355,0.019999027252197266,221.0,10.0,789
3.158441185951233,0.020000457763671875,222.0,10.0,799
2.964475190639496,0.019999980926513672,223.0,10.0,809
1.9646023392677308,0.02100062370300293,224.0,10.0,819
2.8095890045166017,0.020000934600830078,225.0,10.0,829
2.2339348793029785,0.020000457763671875,226.0,10.0,839
2.0455224752426147,0.01999974250793457,227.0,10.0,849
2.1546192526817323,0.02100086212158203,228.0,10.0,859
2.3032361924648286,0.021999835968017578,229.0,10.0,869
1.984707709815767,0.019999980926513672,230.0,9.0,878
1.5744626641273498,0.021999120712280273,231.0,10.0,888
1.5704183909628127,0.02100062370300293,232.0,9.0,897
1.4780912220478057,0.022001028060913086,233.0,10.0,907
1.8178684446546767,0.019999265670776367,234.0,9.0,916
1.2145179063081741,0.021997928619384766,235.0,10.0,926
1.6583425179123878,0.015999794006347656,236.0,8.0,934
1.355311459965176,0.018001317977905273,237.0,9.0,943
1.5689094960689545,0.01900339126586914,238.0,10.0,953
