#{"t_start": 1695644104.102744, "env_id": "CartPole-v1"}
r,l,t 
8.0,8,96.593
10.0,10,96.62
10.0,10,96.648001
9.0,9,96.673001
9.0,9,96.697
10.0,10,96.723
9.0,9,96.747002
10.0,10,96.774001
9.0,9,96.799001
9.0,9,96.825001
8.0,8,96.846999
9.0,9,96.871002
10.0,10,96.899001
8.0,8,96.921001
10.0,10,96.947001
10.0,10,96.972
10.0,10,96.998001
11.0,11,97.027
8.0,8,97.046999
10.0,10,97.072999
9.0,9,97.096999
9.0,9,97.118999
10.0,10,97.146
10.0,10,97.171002
8.0,8,97.191001
11.0,11,97.218
9.0,9,97.241002
9.0,9,97.264002
8.0,8,97.285001
9.0,9,97.312001
11.0,11,97.351005
10.0,10,97.38
9.0,9,97.404001
9.0,9,97.428
8.0,8,97.45
8.0,8,97.471
10.0,10,97.498
10.0,10,97.525001
9.0,9,97.549
10.0,10,97.574
9.0,9,97.597
9.0,9,97.622
11.0,11,97.653
10.0,10,97.68
9.0,9,97.704001
9.0,9,97.728
10.0,10,97.755999
10.0,10,97.783
9.0,9,97.807
10.0,10,97.833
9.0,9,97.857001
10.0,10,97.882
11.0,11,97.911002
9.0,9,97.935
9.0,9,97.959
9.0,9,97.982
10.0,10,98.008
9.0,9,98.032
8.0,8,98.052001
10.0,10,98.086001
9.0,9,98.114001
8.0,8,98.138
9.0,9,98.163
9.0,9,98.186
10.0,10,98.213
10.0,10,98.237999
9.0,9,98.262
8.0,8,98.283
10.0,10,98.309
10.0,10,98.334
9.0,9,98.356999
9.0,9,98.38
9.0,9,98.404
10.0,10,98.43
10.0,10,98.455
10.0,10,98.48
10.0,10,98.504
8.0,8,98.526
10.0,10,98.551
10.0,10,98.577
10.0,10,98.602
10.0,10,98.629
8.0,8,98.652001
9.0,9,98.677
10.0,10,98.704
10.0,10,98.73
9.0,9,98.753003
8.0,8,98.775
9.0,9,98.797999
9.0,9,98.848
9.0,9,98.873
8.0,8,98.895
8.0,8,98.918003
9.0,9,98.941001
8.0,8,98.962
10.0,10,98.988
10.0,10,99.013
8.0,8,99.034
9.0,9,99.058
8.0,8,99.079
10.0,10,99.107001
10.0,10,99.137
9.0,9,99.162
9.0,9,99.185
9.0,9,99.208
9.0,9,99.231
8.0,8,99.251002
9.0,9,99.274
9.0,9,99.297001
9.0,9,99.321
9.0,9,99.345001
8.0,8,99.366
10.0,10,99.393001
10.0,10,99.419
10.0,10,99.445
8.0,8,99.466
9.0,9,99.489002
10.0,10,99.516
9.0,9,99.54
8.0,8,99.561001
10.0,10,99.588
10.0,10,99.614
10.0,10,99.641001
10.0,10,99.668
8.0,8,99.688
8.0,8,99.708999
10.0,10,99.736
10.0,10,99.764
10.0,10,99.79
9.0,9,99.814
11.0,11,99.843
9.0,9,99.866
9.0,9,99.889999
8.0,8,99.913001
9.0,9,99.948003
10.0,10,99.975
9.0,9,99.998
9.0,9,100.021
10.0,10,100.047
9.0,9,100.07
9.0,9,100.094
10.0,10,100.119001
9.0,9,100.144001
10.0,10,100.169
9.0,9,100.193
8.0,8,100.214
10.0,10,100.241003
9.0,9,100.264
9.0,9,100.288
9.0,9,100.311002
9.0,9,100.334
10.0,10,100.359
9.0,9,100.382
9.0,9,100.407002
9.0,9,100.432
8.0,8,100.454
9.0,9,100.478
9.0,9,100.502
10.0,10,100.527002
9.0,9,100.55
9.0,9,100.572999
9.0,9,100.596
10.0,10,100.624002
9.0,9,100.648
8.0,8,100.669
9.0,9,100.694
9.0,9,100.718
11.0,11,100.747
10.0,10,100.772
10.0,10,100.798
9.0,9,100.824
10.0,10,100.851002
10.0,10,100.878001
11.0,11,100.907
10.0,10,100.933
10.0,10,100.958
10.0,10,100.985
10.0,10,101.011002
9.0,9,101.036001
9.0,9,101.059999
10.0,10,101.085999
11.0,11,101.116
10.0,10,101.142
10.0,10,101.168001
10.0,10,101.194
8.0,8,101.214
9.0,9,101.237
9.0,9,101.262
9.0,9,101.285
10.0,10,101.312
10.0,10,101.337999
9.0,9,101.36303
9.0,9,101.389
8.0,8,101.409001
9.0,9,101.431999
10.0,10,101.459
9.0,9,101.484999
10.0,10,101.537001
9.0,9,101.564001
10.0,10,101.59
10.0,10,101.617
9.0,9,101.641002
10.0,10,101.668999
9.0,9,101.693
10.0,10,101.721001
9.0,9,101.745
10.0,10,101.779001
10.0,10,101.809002
10.0,10,101.836
10.0,10,101.865
10.0,10,101.891003
10.0,10,101.917
10.0,10,101.945
9.0,9,101.970001
10.0,10,101.997
9.0,9,102.023
11.0,11,102.052002
9.0,9,102.076002
9.0,9,102.099999
9.0,9,102.124
10.0,10,102.15
10.0,10,102.177
9.0,9,102.204
9.0,9,102.228
10.0,10,102.255002
10.0,10,102.279999
10.0,10,102.306
9.0,9,102.331001
10.0,10,102.358
8.0,8,102.379999
10.0,10,102.406
9.0,9,102.429
9.0,9,102.454
9.0,9,102.477
9.0,9,102.5
9.0,9,102.523
10.0,10,102.548
9.0,9,102.572
10.0,10,102.597001
10.0,10,102.624
10.0,10,102.65
10.0,10,102.677
8.0,8,102.699
8.0,8,102.719
9.0,9,102.742
8.0,8,102.763
10.0,10,102.788
10.0,10,102.814
11.0,11,102.842
9.0,9,102.865
8.0,8,102.886
10.0,10,102.911
8.0,8,102.933
8.0,8,102.953
9.0,9,102.976
9.0,9,102.999
10.0,10,103.024
8.0,8,103.046
9.0,9,103.069
10.0,10,103.095
9.0,9,103.119
8.0,8,103.139
10.0,10,103.164999
9.0,9,103.188
9.0,9,103.211
10.0,10,103.237
10.0,10,103.262001
9.0,9,103.286
9.0,9,103.309
8.0,8,103.331002
9.0,9,103.352999
9.0,9,103.376
9.0,9,103.4
8.0,8,103.421002
8.0,8,103.441002
10.0,10,103.466
10.0,10,103.492001
9.0,9,103.517001
9.0,9,103.538999
10.0,10,103.565
9.0,9,103.588
10.0,10,103.613
10.0,10,103.639
10.0,10,103.666
10.0,10,103.691002
9.0,9,103.715
8.0,8,103.736
9.0,9,103.76
9.0,9,103.783
10.0,10,103.809
8.0,8,103.829999
10.0,10,103.855999
10.0,10,103.883002
9.0,9,103.907
8.0,8,103.928001
8.0,8,103.948999
10.0,10,103.975
9.0,9,103.998
8.0,8,104.017999
11.0,11,104.047
10.0,10,104.072001
10.0,10,104.096999
10.0,10,104.123
11.0,11,104.152002
8.0,8,104.202
10.0,10,104.228
8.0,8,104.250001
9.0,9,104.274001
8.0,8,104.295001
10.0,10,104.323
9.0,9,104.348
9.0,9,104.373001
9.0,9,104.399001
9.0,9,104.424002
11.0,11,104.453001
11.0,11,104.482
9.0,9,104.505001
10.0,10,104.532
10.0,10,104.559
10.0,10,104.586
10.0,10,104.612001
9.0,9,104.636
10.0,10,104.663
8.0,8,104.684
9.0,9,104.706
9.0,9,104.731002
10.0,10,104.756001
8.0,8,104.778
8.0,8,104.799
8.0,8,104.819999
9.0,9,104.844
10.0,10,104.87
8.0,8,104.891
10.0,10,104.917
10.0,10,104.943001
10.0,10,104.968001
10.0,10,104.994001
10.0,10,105.021002
9.0,9,105.045
9.0,9,105.068
9.0,9,105.091002
10.0,10,105.118001
9.0,9,105.142
9.0,9,105.165
9.0,9,105.188
10.0,10,105.213
9.0,9,105.237001
8.0,8,105.259001
10.0,10,105.285002
8.0,8,105.307
9.0,9,105.331002
9.0,9,105.355
8.0,8,105.375999
10.0,10,105.402002
10.0,10,105.427999
9.0,9,105.453001
9.0,9,105.479002
9.0,9,105.506002
10.0,10,105.533999
9.0,9,105.558
8.0,8,105.580001
9.0,9,105.604
8.0,8,105.625
10.0,10,105.651002
9.0,9,105.674999
10.0,10,105.702001
10.0,10,105.727999
11.0,11,105.758
10.0,10,105.783999
10.0,10,105.812001
8.0,8,105.835
8.0,8,105.858001
10.0,10,105.887001
10.0,10,105.915
10.0,10,105.943
10.0,10,105.97
10.0,10,105.996
10.0,10,106.023
10.0,10,106.049
8.0,8,106.070002
9.0,9,106.094
10.0,10,106.121002
10.0,10,106.148
10.0,10,106.173999
10.0,10,106.2
10.0,10,106.226002
8.0,8,106.246
10.0,10,106.273002
10.0,10,106.299
10.0,10,106.325001
9.0,9,106.348
9.0,9,106.372
10.0,10,106.398
8.0,8,106.42
10.0,10,106.448001
9.0,9,106.480001
9.0,9,106.510001
9.0,9,106.535999
10.0,10,106.563
10.0,10,106.591
9.0,9,106.615
10.0,10,106.642001
10.0,10,106.668
11.0,11,106.696
10.0,10,106.723002
9.0,9,106.749002
11.0,11,106.779001
9.0,9,106.805
10.0,10,106.833001
9.0,9,106.858
11.0,11,106.912002
8.0,8,106.935
9.0,9,106.959001
9.0,9,106.982
10.0,10,107.012003
8.0,8,107.033
9.0,9,107.057
9.0,9,107.082001
10.0,10,107.108
10.0,10,107.133001
8.0,8,107.153999
10.0,10,107.179999
9.0,9,107.204
9.0,9,107.227
10.0,10,107.253
10.0,10,107.279
8.0,8,107.3
9.0,9,107.329001
11.0,11,107.366031
10.0,10,107.393
9.0,9,107.416001
8.0,8,107.437
9.0,9,107.461999
10.0,10,107.489
9.0,9,107.513002
9.0,9,107.536999
10.0,10,107.565
10.0,10,107.591002
9.0,9,107.615
10.0,10,107.641001
10.0,10,107.667
10.0,10,107.693
10.0,10,107.721001
9.0,9,107.745
9.0,9,107.769
9.0,9,107.792
10.0,10,107.819
9.0,9,107.842
11.0,11,107.871001
10.0,10,107.897
9.0,9,107.922
9.0,9,107.946001
9.0,9,107.971002
10.0,10,107.997999
8.0,8,108.019
9.0,9,108.042
10.0,10,108.068002
10.0,10,108.095
10.0,10,108.121001
9.0,9,108.145
10.0,10,108.173
9.0,9,108.198
10.0,10,108.226002
9.0,9,108.249
9.0,9,108.273002
11.0,11,108.301001
10.0,10,108.326
9.0,9,108.352002
9.0,9,108.376001
9.0,9,108.401002
9.0,9,108.425
10.0,10,108.451001
10.0,10,108.478002
10.0,10,108.504
9.0,9,108.527
8.0,8,108.549
10.0,10,108.577
9.0,9,108.602002
10.0,10,108.630001
9.0,9,108.655
9.0,9,108.679
10.0,10,108.705999
10.0,10,108.733001
10.0,10,108.76
10.0,10,108.787001
10.0,10,108.815
9.0,9,108.84
10.0,10,108.869001
10.0,10,108.895
10.0,10,108.921001
9.0,9,108.945
9.0,9,108.969001
9.0,9,108.994
10.0,10,109.021002
9.0,9,109.045
9.0,9,109.069
10.0,10,109.095
10.0,10,109.122
8.0,8,109.143
9.0,9,109.167
9.0,9,109.191
9.0,9,109.215001
9.0,9,109.244
9.0,9,109.271
10.0,10,109.297
10.0,10,109.323
10.0,10,109.349
9.0,9,109.373999
9.0,9,109.398003
9.0,9,109.423001
10.0,10,109.45
10.0,10,109.476001
10.0,10,109.503002
10.0,10,109.529
9.0,9,109.552
10.0,10,109.577999
9.0,9,109.627
9.0,9,109.652
10.0,10,109.678
10.0,10,109.704
9.0,9,109.727001
10.0,10,109.753
9.0,9,109.777
10.0,10,109.80403
10.0,10,109.831001
9.0,9,109.855
9.0,9,109.88
10.0,10,109.908
10.0,10,109.934
9.0,9,109.959
9.0,9,109.993001
9.0,9,110.018999
10.0,10,110.046
9.0,9,110.07
10.0,10,110.096002
10.0,10,110.122001
9.0,9,110.145
8.0,8,110.166
11.0,11,110.194
10.0,10,110.220003
8.0,8,110.242
10.0,10,110.269001
9.0,9,110.294
8.0,8,110.314
10.0,10,110.341002
9.0,9,110.365001
10.0,10,110.39
10.0,10,110.417
8.0,8,110.438
10.0,10,110.467002
10.0,10,110.495
9.0,9,110.519999
8.0,8,110.542
9.0,9,110.565
10.0,10,110.592999
9.0,9,110.616001
8.0,8,110.637
9.0,9,110.661001
9.0,9,110.685999
8.0,8,110.707
9.0,9,110.732
9.0,9,110.756
10.0,10,110.784
10.0,10,110.81
10.0,10,110.836
8.0,8,110.857
9.0,9,110.88
9.0,9,110.907
10.0,10,110.934002
9.0,9,110.959002
10.0,10,110.987
10.0,10,111.014
10.0,10,111.041001
9.0,9,111.065
9.0,9,111.088001
9.0,9,111.112
10.0,10,111.138
8.0,8,111.161002
10.0,10,111.187999
10.0,10,111.215001
10.0,10,111.241001
10.0,10,111.267
10.0,10,111.294
10.0,10,111.321002
8.0,8,111.342001
9.0,9,111.367
9.0,9,111.391
9.0,9,111.417
9.0,9,111.44
9.0,9,111.464
10.0,10,111.49
9.0,9,111.514
10.0,10,111.542
10.0,10,111.569
10.0,10,111.594999
8.0,8,111.618001
8.0,8,111.64
10.0,10,111.667
10.0,10,111.693
9.0,9,111.717
9.0,9,111.74
9.0,9,111.764
9.0,9,111.790001
10.0,10,111.817
10.0,10,111.844
8.0,8,111.865
9.0,9,111.889999
8.0,8,111.912
10.0,10,111.938999
9.0,9,111.962001
10.0,10,111.991001
10.0,10,112.02
10.0,10,112.048
8.0,8,112.07
8.0,8,112.092
11.0,11,112.121002
9.0,9,112.144
9.0,9,112.169001
10.0,10,112.197
9.0,9,112.222001
9.0,9,112.246
9.0,9,112.271002
9.0,9,112.296
10.0,10,112.346001
10.0,10,112.373
10.0,10,112.398999
9.0,9,112.423
8.0,8,112.447
9.0,9,112.471002
9.0,9,112.495
9.0,9,112.519
9.0,9,112.543
9.0,9,112.567
10.0,10,112.594
9.0,9,112.617001
9.0,9,112.642
10.0,10,112.669999
9.0,9,112.694001
10.0,10,112.721002
10.0,10,112.747
9.0,9,112.771002
9.0,9,112.794
10.0,10,112.821002
10.0,10,112.848
9.0,9,112.873001
9.0,9,112.898
9.0,9,112.924
10.0,10,112.951001
10.0,10,112.977
9.0,9,113.001002
10.0,10,113.027
9.0,9,113.051002
9.0,9,113.075
10.0,10,113.102001
11.0,11,113.131
9.0,9,113.155
10.0,10,113.181002
9.0,9,113.204999
10.0,10,113.231
8.0,8,113.252
10.0,10,113.277999
10.0,10,113.304
10.0,10,113.331
10.0,10,113.356999
8.0,8,113.378
9.0,9,113.401001
8.0,8,113.422002
8.0,8,113.444
9.0,9,113.467
10.0,10,113.493
9.0,9,113.517002
9.0,9,113.543
10.0,10,113.569999
10.0,10,113.597002
10.0,10,113.622
9.0,9,113.646001
9.0,9,113.668999
10.0,10,113.696
9.0,9,113.718999
10.0,10,113.744999
8.0,8,113.766
10.0,10,113.793
9.0,9,113.817
9.0,9,113.841002
9.0,9,113.865
8.0,8,113.885
9.0,9,113.909
10.0,10,113.935
10.0,10,113.961002
10.0,10,113.988
11.0,11,114.017
9.0,9,114.041002
9.0,9,114.065
10.0,10,114.092
10.0,10,114.119
10.0,10,114.145999
8.0,8,114.166001
9.0,9,114.191002
9.0,9,114.214
9.0,9,114.238
9.0,9,114.262
9.0,9,114.287
9.0,9,114.311002
10.0,10,114.337001
10.0,10,114.363
8.0,8,114.384
10.0,10,114.41
10.0,10,114.437999
10.0,10,114.464
10.0,10,114.492
10.0,10,114.518
8.0,8,114.538999
9.0,9,114.563001
9.0,9,114.585999
8.0,8,114.607
9.0,9,114.63
10.0,10,114.656002
9.0,9,114.681002
10.0,10,114.707
10.0,10,114.733
10.0,10,114.759
10.0,10,114.784
9.0,9,114.808
9.0,9,114.832
8.0,8,114.855001
9.0,9,114.879
9.0,9,114.903
10.0,10,114.930001
10.0,10,114.956
11.0,11,114.985
9.0,9,115.033002
9.0,9,115.057
9.0,9,115.081001
9.0,9,115.106
10.0,10,115.132
8.0,8,115.154001
9.0,9,115.177
8.0,8,115.199
10.0,10,115.225999
9.0,9,115.249
9.0,9,115.275
11.0,11,115.305
10.0,10,115.332
10.0,10,115.359
9.0,9,115.382
10.0,10,115.41
9.0,9,115.434001
9.0,9,115.459
10.0,10,115.486002
8.0,8,115.508
10.0,10,115.535
9.0,9,115.559
10.0,10,115.586
9.0,9,115.608999
9.0,9,115.632
9.0,9,115.656
10.0,10,115.682
8.0,8,115.705002
10.0,10,115.73
10.0,10,115.757
9.0,9,115.781002
10.0,10,115.807
9.0,9,115.832002
10.0,10,115.858
9.0,9,115.882
9.0,9,115.904999
10.0,10,115.933
10.0,10,115.961002
9.0,9,115.984999
8.0,8,116.006
9.0,9,116.029
10.0,10,116.056
10.0,10,116.082
9.0,9,116.107
9.0,9,116.131002
9.0,9,116.155
9.0,9,116.178999
9.0,9,116.203
10.0,10,116.228999
8.0,8,116.25
8.0,8,116.271
10.0,10,116.297
9.0,9,116.321001
9.0,9,116.346
11.0,11,116.378999
9.0,9,116.404998
10.0,10,116.433001
9.0,9,116.458
9.0,9,116.482
10.0,10,116.509
10.0,10,116.537
10.0,10,116.564
9.0,9,116.590001
9.0,9,116.615001
10.0,10,116.642
10.0,10,116.668999
11.0,11,116.698
10.0,10,116.725
8.0,8,116.745999
10.0,10,116.773
9.0,9,116.798001
10.0,10,116.826003
9.0,9,116.852
9.0,9,116.877001
9.0,9,116.901002
9.0,9,116.926
9.0,9,116.951002
10.0,10,116.978
10.0,10,117.006
9.0,9,117.031002
10.0,10,117.057999
9.0,9,117.084002
9.0,9,117.108999
8.0,8,117.131001
9.0,9,117.154001
9.0,9,117.178001
10.0,10,117.205
10.0,10,117.232
9.0,9,117.257
9.0,9,117.281002
10.0,10,117.307999
8.0,8,117.331002
10.0,10,117.359
10.0,10,117.385
10.0,10,117.412
8.0,8,117.433
9.0,9,117.457
10.0,10,117.483999
9.0,9,117.508
9.0,9,117.531002
9.0,9,117.555
9.0,9,117.578
10.0,10,117.605
9.0,9,117.628
8.0,8,117.648999
10.0,10,117.675
9.0,9,117.699
9.0,9,117.748
9.0,9,117.773
9.0,9,117.797001
8.0,8,117.817999
9.0,9,117.842
9.0,9,117.867
10.0,10,117.894001
9.0,9,117.918
10.0,10,117.945999
10.0,10,117.975001
10.0,10,118.004
10.0,10,118.03
10.0,10,118.057
9.0,9,118.079999
10.0,10,118.105999
10.0,10,118.133002
10.0,10,118.16
9.0,9,118.184
9.0,9,118.208
9.0,9,118.231
9.0,9,118.256001
10.0,10,118.282
10.0,10,118.310001
8.0,8,118.332002
10.0,10,118.360002
10.0,10,118.39
11.0,11,118.422999
9.0,9,118.448001
9.0,9,118.472
9.0,9,118.496
9.0,9,118.523001
9.0,9,118.552002
10.0,10,118.584001
10.0,10,118.614
9.0,9,118.639
9.0,9,118.664002
10.0,10,118.691001
9.0,9,118.715
10.0,10,118.742
9.0,9,118.766
10.0,10,118.796003
9.0,9,118.823001
9.0,9,118.853
10.0,10,118.884001
9.0,9,118.911001
10.0,10,118.941002
10.0,10,118.969
10.0,10,118.996
9.0,9,119.021002
8.0,8,119.044
11.0,11,119.074
9.0,9,119.099
10.0,10,119.126
9.0,9,119.15
8.0,8,119.171001
10.0,10,119.213
10.0,10,119.242001
10.0,10,119.269
10.0,10,119.296999
8.0,8,119.319
9.0,9,119.345
10.0,10,119.372001
9.0,9,119.397002
8.0,8,119.418
11.0,11,119.447002
8.0,8,119.469
10.0,10,119.496
9.0,9,119.521002
9.0,9,119.551002
10.0,10,119.577999
9.0,9,119.605
10.0,10,119.631
10.0,10,119.658
9.0,9,119.682
10.0,10,119.71
9.0,9,119.735
9.0,9,119.759002
8.0,8,119.78
9.0,9,119.804
10.0,10,119.829
9.0,9,119.854001
10.0,10,119.88
8.0,8,119.901001
10.0,10,119.93
10.0,10,119.957
10.0,10,119.987
9.0,9,120.011001
9.0,9,120.056001
10.0,10,120.085
9.0,9,120.108999
8.0,8,120.132
8.0,8,120.154
10.0,10,120.182001
8.0,8,120.203
9.0,9,120.228999
10.0,10,120.256
10.0,10,120.281002
10.0,10,120.308
8.0,8,120.329
10.0,10,120.355
9.0,9,120.38
9.0,9,120.405001
10.0,10,120.432
9.0,9,120.456
10.0,10,120.483
9.0,9,120.507
9.0,9,120.531
9.0,9,120.578
9.0,9,120.607
9.0,9,120.631002
10.0,10,120.658999
9.0,9,120.682001
10.0,10,120.709
8.0,8,120.728999
8.0,8,120.751001
9.0,9,120.775
9.0,9,120.799
9.0,9,120.824
10.0,10,120.85
9.0,9,120.875
10.0,10,120.902001
9.0,9,120.924999
9.0,9,120.949002
9.0,9,120.973
9.0,9,120.996
9.0,9,121.02
10.0,10,121.048
9.0,9,121.072
8.0,8,121.094
9.0,9,121.118
10.0,10,121.145
10.0,10,121.171001
9.0,9,121.195
9.0,9,121.218001
10.0,10,121.246001
9.0,9,121.271
10.0,10,121.298002
8.0,8,121.318999
9.0,9,121.343
10.0,10,121.369
9.0,9,121.394001
9.0,9,121.417001
8.0,8,121.438
10.0,10,121.464999
8.0,8,121.486
9.0,9,121.512001
9.0,9,121.537002
9.0,9,121.561002
10.0,10,121.586999
9.0,9,121.611001
10.0,10,121.638
8.0,8,121.659
10.0,10,121.686
9.0,9,121.710001
10.0,10,121.737001
9.0,9,121.764
9.0,9,121.788
10.0,10,121.815
11.0,11,121.847001
9.0,9,121.874001
10.0,10,121.905
11.0,11,121.939
9.0,9,121.966001
9.0,9,121.994001
8.0,8,122.021
10.0,10,122.05
10.0,10,122.080002
9.0,9,122.106001
10.0,10,122.135001
10.0,10,122.165001
9.0,9,122.191002
10.0,10,122.22
10.0,10,122.248
9.0,9,122.274002
9.0,9,122.299001
9.0,9,122.325001
8.0,8,122.347002
10.0,10,122.376002
9.0,9,122.401002
10.0,10,122.428999
9.0,9,122.455
9.0,9,122.48
11.0,11,122.509
9.0,9,122.541002
10.0,10,122.570001
9.0,9,122.598
10.0,10,122.628
9.0,9,122.654001
10.0,10,122.683
9.0,9,122.709001
9.0,9,122.735999
8.0,8,122.758999
9.0,9,122.793001
10.0,10,122.822001
8.0,8,122.846
9.0,9,122.873
9.0,9,122.898
9.0,9,122.925
9.0,9,122.95
8.0,8,122.972
9.0,9,122.998
10.0,10,123.026001
9.0,9,123.052001
10.0,10,123.103999
8.0,8,123.128
10.0,10,123.158
9.0,9,123.183999
9.0,9,123.21
10.0,10,123.238999
10.0,10,123.267001
10.0,10,123.296002
10.0,10,123.323
10.0,10,123.350001
8.0,8,123.372
9.0,9,123.400001
8.0,8,123.458
10.0,10,123.489
10.0,10,123.520001
10.0,10,123.550001
10.0,10,123.581
10.0,10,123.609999
10.0,10,123.639001
8.0,8,123.662
10.0,10,123.691002
8.0,8,123.714
8.0,8,123.744
10.0,10,123.778002
10.0,10,123.809
9.0,9,123.834003
10.0,10,123.863
10.0,10,123.892002
9.0,9,123.917
9.0,9,123.944
8.0,8,123.968002
9.0,9,123.997001
9.0,9,124.025001
9.0,9,124.051999
10.0,10,124.082001
8.0,8,124.106999
10.0,10,124.138
9.0,9,124.164999
9.0,9,124.192
10.0,10,124.221
10.0,10,124.250999
10.0,10,124.281002
10.0,10,124.312001
9.0,9,124.337
9.0,9,124.362999
10.0,10,124.391001
8.0,8,124.415
8.0,8,124.464
10.0,10,124.493
10.0,10,124.521
9.0,9,124.545
10.0,10,124.578
8.0,8,124.601002
9.0,9,124.624
9.0,9,124.652
9.0,9,124.681
10.0,10,124.712001
10.0,10,124.742001
9.0,9,124.773001
8.0,8,124.797001
9.0,9,124.824002
10.0,10,124.854001
8.0,8,124.881001
8.0,8,124.908002
10.0,10,124.937
10.0,10,124.966001
9.0,9,124.993001
9.0,9,125.02
9.0,9,125.046
8.0,8,125.069
9.0,9,125.094002
10.0,10,125.121001
10.0,10,125.153002
9.0,9,125.181001
10.0,10,125.216002
9.0,9,125.244002
9.0,9,125.271001
11.0,11,125.336001
10.0,10,125.377001
9.0,9,125.404002
8.0,8,125.428
10.0,10,125.457
9.0,9,125.482001
10.0,10,125.512001
11.0,11,125.543001
8.0,8,125.567001
9.0,9,125.593005
9.0,9,125.62
9.0,9,125.648
10.0,10,125.681001
9.0,9,125.710001
10.0,10,125.741003
8.0,8,125.767001
10.0,10,125.796
8.0,8,125.821001
8.0,8,125.844
8.0,8,125.868002
9.0,9,125.893999
10.0,10,125.923
10.0,10,125.950001
10.0,10,125.977
10.0,10,126.005001
10.0,10,126.033
9.0,9,126.058
10.0,10,126.090002
9.0,9,126.119
10.0,10,126.149001
10.0,10,126.177
10.0,10,126.208001
8.0,8,126.231001
10.0,10,126.261002
9.0,9,126.288
8.0,8,126.332
10.0,10,126.366001
8.0,8,126.392001
10.0,10,126.431001
11.0,11,126.472002
9.0,9,126.501
9.0,9,126.527001
9.0,9,126.578001
9.0,9,126.603
9.0,9,126.627
10.0,10,126.659001
11.0,11,126.702002
10.0,10,126.730999
10.0,10,126.761001
10.0,10,126.821001
10.0,10,126.85
10.0,10,126.880002
10.0,10,126.913002
10.0,10,126.942
10.0,10,126.970002
10.0,10,126.998999
10.0,10,127.027
11.0,11,127.057
10.0,10,127.085
8.0,8,127.108002
10.0,10,127.143
9.0,9,127.173
9.0,9,127.212001
9.0,9,127.238
8.0,8,127.262
8.0,8,127.283999
10.0,10,127.311002
9.0,9,127.335999
10.0,10,127.362
10.0,10,127.389
11.0,11,127.421002
9.0,9,127.445
9.0,9,127.469999
8.0,8,127.491
10.0,10,127.521002
9.0,9,127.549
9.0,9,127.577
9.0,9,127.603002
8.0,8,127.626002
10.0,10,127.654001
9.0,9,127.683
9.0,9,127.708
10.0,10,127.735
10.0,10,127.763001
10.0,10,127.791
9.0,9,127.817
10.0,10,127.844
10.0,10,127.872002
9.0,9,127.897
10.0,10,127.924
10.0,10,127.952001
9.0,9,127.977
10.0,10,128.003999
9.0,9,128.029001
9.0,9,128.054
10.0,10,128.084
10.0,10,128.112001
8.0,8,128.133999
11.0,11,128.164
9.0,9,128.188001
10.0,10,128.216
9.0,9,128.24
10.0,10,128.267001
9.0,9,128.289999
8.0,8,128.312001
10.0,10,128.341002
10.0,10,128.369
9.0,9,128.393
